id,behavior
0,MB_NORMAL
1,MB_NORMAL
2,MB_NORMAL
3,MB_NORMAL
4,MB_NORMAL
5,MB_NORMAL
6,MB_TALL_GRASS
7,MB_ASHGRASS
8,MB_SOUTH_ARROW_WARP
9,MB_NON_ANIMATED_DOOR
10,MB_NORMAL
11,MB_NORMAL
12,MB_SOUTH_ARROW_WARP
13,MB_NORMAL
14,MB_NORMAL
15,MB_NORMAL
16,MB_MOUNTAIN_TOP
17,MB_NORMAL
18,MB_NORMAL
19,MB_NORMAL
20,MB_MOUNTAIN_TOP
21,MB_NORMAL
22,MB_SOUTH_ARROW_WARP
23,MB_NORTH_ARROW_WARP
24,MB_MOUNTAIN_TOP
25,MB_NORMAL
26,MB_NORMAL
27,MB_NORMAL
28,MB_NORMAL
29,MB_NORMAL
30,MB_NORMAL
31,MB_NORMAL
32,MB_MOUNTAIN_TOP
33,MB_MOUNTAIN_TOP
34,MB_MOUNTAIN_TOP
35,MB_MOUNTAIN_TOP
36,MB_MOUNTAIN_TOP
37,MB_NORMAL
38,MB_MOUNTAIN_TOP
39,MB_MOUNTAIN_TOP
40,MB_MOUNTAIN_TOP
41,MB_MOUNTAIN_TOP
42,MB_MOUNTAIN_TOP
43,MB_MOUNTAIN_TOP
44,MB_MOUNTAIN_TOP
45,MB_MOUNTAIN_TOP
46,MB_NORMAL
47,MB_NORMAL
48,MB_MOUNTAIN_TOP
49,MB_MOUNTAIN_TOP
50,MB_MOUNTAIN_TOP
51,MB_MOUNTAIN_TOP
52,MB_MOUNTAIN_TOP
53,MB_MOUNTAIN_TOP
54,MB_NORMAL
55,MB_NORMAL
56,MB_NORMAL
57,MB_NORMAL
58,MB_NORMAL
59,MB_NORMAL
60,MB_NORMAL
61,MB_MOUNTAIN_TOP
62,MB_NORMAL
63,MB_NORMAL
64,MB_NORMAL
65,MB_NON_ANIMATED_DOOR
66,MB_NON_ANIMATED_DOOR
67,MB_NORMAL
68,MB_NORMAL
69,MB_MOUNTAIN_TOP
70,MB_NORMAL
71,MB_NORMAL
72,MB_NORMAL
73,MB_NORMAL
74,MB_NORMAL
75,MB_MOUNTAIN_TOP
76,MB_MOUNTAIN_TOP
77,MB_NORMAL
78,MB_MOUNTAIN_TOP
79,MB_MOUNTAIN_TOP
80,MB_MOUNTAIN_TOP
81,MB_MOUNTAIN_TOP
82,MB_MOUNTAIN_TOP
83,MB_MOUNTAIN_TOP
84,MB_MOUNTAIN_TOP
85,MB_MOUNTAIN_TOP
86,MB_MOUNTAIN_TOP
87,MB_MOUNTAIN_TOP
88,MB_MOUNTAIN_TOP
89,MB_MOUNTAIN_TOP
90,MB_MOUNTAIN_TOP
91,MB_MOUNTAIN_TOP
92,MB_MOUNTAIN_TOP
93,MB_MOUNTAIN_TOP
94,MB_NON_ANIMATED_DOOR
95,MB_MOUNTAIN_TOP
96,MB_MOUNTAIN_TOP
97,MB_MOUNTAIN_TOP
98,MB_MOUNTAIN_TOP
99,MB_MOUNTAIN_TOP
100,MB_MOUNTAIN_TOP
101,MB_MOUNTAIN_TOP
102,MB_SOUTH_ARROW_WARP
103,MB_SOUTH_ARROW_WARP
104,MB_MOUNTAIN_TOP
105,MB_MOUNTAIN_TOP
106,MB_MOUNTAIN_TOP
107,MB_MOUNTAIN_TOP
108,MB_MOUNTAIN_TOP
109,MB_MOUNTAIN_TOP
110,MB_MOUNTAIN_TOP
111,MB_MOUNTAIN_TOP
112,MB_MOUNTAIN_TOP
113,MB_MOUNTAIN_TOP
114,MB_MOUNTAIN_TOP
115,MB_MOUNTAIN_TOP
116,MB_MOUNTAIN_TOP
117,MB_MOUNTAIN_TOP
118,MB_MOUNTAIN_TOP
119,MB_MOUNTAIN_TOP
120,MB_MOUNTAIN_TOP
121,MB_MOUNTAIN_TOP
122,MB_MOUNTAIN_TOP
123,MB_NORMAL
124,MB_NORMAL
125,MB_MOUNTAIN_TOP
126,MB_MOUNTAIN_TOP
127,MB_MOUNTAIN_TOP
128,MB_NORMAL
129,MB_NORMAL
130,MB_NORMAL
131,MB_NORMAL
132,MB_NORMAL
133,MB_NORMAL
134,MB_NORMAL
135,MB_NORMAL
136,MB_NORMAL
137,MB_NORMAL
138,MB_NORMAL
139,MB_NORMAL
140,MB_NORMAL
141,MB_NORMAL
142,MB_NORMAL
143,MB_NORMAL
144,MB_NORMAL
145,MB_NORMAL
146,MB_NORMAL
147,MB_NORMAL
148,MB_NORMAL
149,MB_NORMAL
150,MB_NORMAL
151,MB_NORMAL
152,MB_NO_RUNNING
153,MB_NORMAL
154,MB_HOT_SPRINGS
155,MB_HOT_SPRINGS
156,MB_NORMAL
157,MB_NORMAL
158,MB_SOUTH_ARROW_WARP
159,MB_NORMAL
160,MB_NORMAL
161,MB_NORMAL
162,MB_HOT_SPRINGS
163,MB_HOT_SPRINGS
164,MB_HOT_SPRINGS
165,MB_NORMAL
166,MB_SAND
167,MB_NORMAL
168,MB_SAND
169,MB_NORMAL
170,MB_HOT_SPRINGS
171,MB_HOT_SPRINGS
172,MB_HOT_SPRINGS
173,MB_NORMAL
174,MB_NORMAL
175,MB_NORMAL
176,MB_NORMAL
177,MB_NORMAL
178,MB_NORMAL
179,MB_NORMAL
180,MB_NORMAL
181,MB_NORMAL
182,MB_NORMAL
183,MB_NORMAL
184,MB_NORMAL
185,MB_SAND
186,MB_SAND
187,MB_HOT_SPRINGS
188,MB_HOT_SPRINGS
189,MB_NORMAL
190,MB_NORMAL
191,MB_NORMAL
192,MB_NORMAL
193,MB_NORMAL
194,MB_NORMAL
195,MB_NORMAL
196,MB_MOUNTAIN_TOP
197,MB_NORMAL
198,MB_NORMAL
199,MB_NORMAL
200,MB_NORMAL
201,MB_NORMAL
202,MB_NORMAL
203,MB_NORMAL
204,MB_NORMAL
205,MB_NORMAL
206,MB_NORMAL
207,MB_NORMAL
208,MB_MOUNTAIN_TOP
209,MB_MOUNTAIN_TOP
210,MB_NORMAL
211,MB_NORMAL
212,MB_NORMAL
213,MB_NORMAL
214,MB_NORMAL
215,MB_NORMAL
216,MB_NORMAL
217,MB_NORMAL
218,MB_NORMAL
219,MB_NORMAL
220,MB_NORMAL
221,MB_NORMAL
222,MB_MOUNTAIN_TOP
223,MB_MOUNTAIN_TOP
224,MB_NORMAL
225,MB_NORMAL
226,MB_NORMAL
227,MB_NORMAL
228,MB_NORMAL
229,MB_NORMAL
230,MB_NORMAL
231,MB_NORMAL
232,MB_JUMP_WEST
233,MB_JUMP_EAST
234,MB_JUMP_SOUTH
235,MB_NORMAL
236,MB_NORMAL
237,MB_JUMP_WEST
238,MB_JUMP_EAST
239,MB_NORMAL
240,MB_JUMP_SOUTHWEST
241,MB_JUMP_SOUTHEAST
242,MB_NORMAL
243,MB_NORMAL
244,MB_JUMP_SOUTH
245,MB_JUMP_SOUTHWEST
246,MB_JUMP_SOUTHEAST
247,MB_NORMAL
248,MB_NORMAL
249,MB_NORMAL
250,MB_JUMP_EAST
251,MB_JUMP_EAST
252,MB_JUMP_SOUTH
253,MB_JUMP_SOUTH
254,MB_BUMPY_SLOPE
255,MB_MOUNTAIN_TOP
256,MB_BUMPY_SLOPE
257,MB_BUMPY_SLOPE
258,MB_BUMPY_SLOPE
259,MB_BUMPY_SLOPE
260,MB_NORMAL
261,MB_NORMAL
262,MB_MOUNTAIN_TOP
263,MB_MOUNTAIN_TOP
264,MB_CAVE
265,MB_SOUTH_ARROW_WARP
266,MB_NORMAL
267,MB_NORMAL
268,MB_MOUNTAIN_TOP
269,MB_CAVE
270,MB_MOUNTAIN_TOP
271,MB_MOUNTAIN_TOP
272,MB_CAVE
273,MB_CAVE
274,MB_CAVE
275,MB_CAVE
276,MB_NORMAL
277,MB_NORMAL
278,MB_MOUNTAIN_TOP
279,MB_MOUNTAIN_TOP
280,MB_NORMAL
281,MB_NORMAL
282,MB_NORMAL
283,MB_NORMAL
284,MB_NORMAL
285,MB_NORMAL
286,MB_NORMAL
287,MB_NORMAL
288,MB_NORMAL
289,MB_NORMAL
290,MB_NORMAL
291,MB_NORMAL
292,MB_NORMAL
293,MB_NORMAL
294,MB_NORMAL
295,MB_NORMAL
296,MB_NORMAL
297,MB_NORMAL
298,MB_NORMAL
299,MB_NORMAL
300,MB_NORMAL
301,MB_NORMAL
302,MB_NORMAL
303,MB_NORMAL
304,MB_MOUNTAIN_TOP
305,MB_MOUNTAIN_TOP
306,MB_NORMAL
307,MB_NORMAL
308,MB_NORMAL
309,MB_NORMAL
310,MB_NORMAL
311,MB_NORMAL
312,MB_NORMAL
313,MB_NORMAL
314,MB_NORMAL
315,MB_NORMAL
316,MB_NORMAL
317,MB_NORMAL
318,MB_NORMAL
319,MB_NORMAL
320,MB_NORMAL
321,MB_NORMAL
322,MB_NORMAL
323,MB_NORMAL
324,MB_NORMAL
325,MB_NORMAL
326,MB_MOUNTAIN_TOP
327,MB_MOUNTAIN_TOP
328,MB_NORMAL
329,MB_NORMAL
330,MB_NORMAL
331,MB_NORMAL
332,MB_NORMAL
333,MB_NORMAL
334,MB_NORMAL
335,MB_NORMAL
336,MB_NORMAL
337,MB_NORMAL
338,MB_NORMAL
339,MB_NORMAL
340,MB_NORMAL
341,MB_NORMAL
342,MB_NORMAL
343,MB_NORMAL
344,MB_NORMAL
345,MB_NORMAL
346,MB_NORMAL
347,MB_NORMAL
348,MB_NORMAL
349,MB_NORMAL
350,MB_NORMAL
351,MB_NORMAL
352,MB_NORMAL
353,MB_NORMAL
354,MB_NORMAL
355,MB_NORMAL
356,MB_NORMAL
357,MB_NORMAL
358,MB_NORMAL
359,MB_NORMAL
360,MB_NORMAL
361,MB_NORMAL
362,MB_NORMAL
363,MB_NORMAL
364,MB_NORMAL
365,MB_NORMAL
366,MB_NORMAL
367,MB_NORMAL
368,MB_NORMAL
369,MB_NORMAL
370,MB_NORMAL
371,MB_NORMAL
372,MB_NORMAL
373,MB_NORMAL
374,MB_NORMAL
375,MB_NORMAL
376,MB_NORMAL
377,MB_NORMAL
378,MB_NORMAL
379,MB_NORMAL
380,MB_NORMAL
381,MB_NORMAL
382,MB_NORMAL
383,MB_NORMAL
384,MB_NORMAL
385,MB_NORMAL
386,MB_NORMAL
387,MB_NORMAL
388,MB_NORMAL
389,MB_NORMAL
390,MB_NORMAL
391,MB_NORMAL
392,MB_NORMAL
393,MB_NORMAL
394,MB_NORMAL
395,MB_NORMAL
396,MB_NORMAL
397,MB_NORMAL
398,MB_NORMAL
399,MB_NORMAL
400,MB_NORMAL
401,MB_NORMAL
402,MB_NORMAL
403,MB_NORMAL
404,MB_NORMAL
405,MB_NORMAL
406,MB_NORMAL
407,MB_NORMAL
408,MB_NORMAL
409,MB_NORMAL
410,MB_NORMAL
411,MB_NORMAL
412,MB_NORMAL
413,MB_NORMAL
414,MB_NORMAL
415,MB_NORMAL
416,MB_NORMAL
417,MB_NORMAL
418,MB_CAVE
419,MB_CAVE
420,MB_CAVE
421,MB_NORMAL
422,MB_NORMAL
423,MB_NORMAL
424,MB_NORMAL
425,MB_NORMAL
426,MB_NORMAL
427,MB_NORMAL
428,MB_NORMAL
429,MB_NORMAL
430,MB_NORMAL
431,MB_NORMAL
432,MB_NORMAL
433,MB_NORMAL
434,MB_NORMAL
435,MB_NORMAL
436,MB_NORMAL
437,MB_NORMAL
438,MB_NORMAL
439,MB_NORMAL
440,MB_NORMAL
